Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
SRR9929280_2 - polya	(1, 0.0064848741314972435)	(2, 0.015067523172611747)	(3, 0.03290633367059416)	(4, 0.05316731726009341)	(5, 0.07469190900575387)	(6, 0.09644512423199117)	(7, 0.121615333640904)	(8, 0.1526586948954463)	(9, 0.18737856887818383)	(10, 0.23469899509784914)	(12, 0.299464319737476)	(14, 0.3648012030785449)	(16, 0.4278085985229255)	(18, 0.48722753217419784)	(20, 0.5472211140334067)	(22, 0.5963489015522268)	(24, 0.648714491877054)	(26, 0.688352860198688)	(28, 0.7240922713245385)	(30, 0.7593404509177981)	(32, 0.793219979134091)	(34, 0.828823451974193)	(36, 0.8586943455141556)	(38, 0.8860241199625712)	(40, 0.9106258601765362)	(42, 0.9344366867279652)	(44, 0.959245423877047)	(46, 0.9825881901945923)	(48, 1.0034330905115108)	(50, 1.0240416435816169)	(52, 1.0433247983656757)	(54, 1.0625554315393322)	(56, 1.0813797946089903)	(58, 1.100469855237157)	(60, 1.118120205838988)	(62, 1.135623804882341)	(64, 1.1573677515890954)	(66, 1.1857618610247913)	(68, 1.21062620929077)	(70, 1.2315159074518558)	(72, 1.24679815132582)	(74, 1.260773533952703)	(76, 1.274097030709293)	(78, 1.2863438344526257)	(80, 1.3009093128199165)	(82, 1.3138419870049796)	(84, 1.3259095993716437)	(86, 1.3375230542836487)	(88, 1.348669993715017)	(90, 1.3567567769637991)
SRR9929280_2 - polyg	(1, 1.0949272805864154)	(2, 1.1072544114985994)	(3, 1.1074768559661876)	(4, 1.107634420797396)	(5, 1.1077518220441789)	(6, 1.107884670823433)	(7, 1.1080206091091813)	(8, 1.1083604548235522)	(9, 1.1093460073952282)	(10, 1.1115689073178636)	(12, 1.1162618676826777)	(14, 1.1182221595532993)	(16, 1.1183735453715191)	(18, 1.1184801333455718)	(20, 1.1185434682287045)	(22, 1.1185990793456018)	(24, 1.1186716827482175)	(26, 1.1187381071378444)	(28, 1.1188060762807188)	(30, 1.11888640344957)	(32, 1.1189373803067255)	(34, 1.1189883571638812)	(36, 1.1190455130340253)	(38, 1.1191227506963826)	(40, 1.1192339729301766)	(42, 1.1194100748003506)	(44, 1.1196108927224788)	(46, 1.1198256134238316)	(48, 1.1199970810342643)	(50, 1.1201391983330011)	(52, 1.120312210696681)	(54, 1.120508394359068)	(56, 1.120686040982489)	(58, 1.1208575085929215)	(60, 1.1209795440994457)	(62, 1.121113937631947)	(64, 1.1212112570865167)	(66, 1.1213224793203111)	(68, 1.1214182540216338)	(70, 1.1215217524891923)	(72, 1.1216592355281878)	(74, 1.1217905395541947)	(76, 1.122002170749053)	(78, 1.1224470596842295)	(80, 1.123469686333837)	(82, 1.1250360661264378)	(84, 1.1268588749580637)	(86, 1.1289628288806695)	(88, 1.131587364647562)	(90, 1.1338427043883876)
SRR9929281_1 - illumina_universal_adapter	(1, 2.5261512705483064e-05)	(2, 2.5261512705483064e-05)	(3, 3.7892269058224596e-05)	(4, 5.999609267552228e-05)	(5, 6.946915994007843e-05)	(6, 0.00010104605082193226)	(7, 0.00011051911808648841)	(8, 0.00014525369805652762)	(9, 0.00016104214349745453)	(10, 0.0002020921016438645)	(12, 0.0002652458834075722)	(14, 0.00032997850971537253)	(16, 0.00041839380418456326)	(18, 0.000465759140507344)	(20, 0.0005857513258583886)	(22, 0.0006757454648716719)	(24, 0.0007246896457385455)	(26, 0.0008004741838549946)	(28, 0.0009583586382642638)	(30, 0.0012314987443922992)	(32, 0.0015551618759313012)	(34, 0.0020714440418496114)	(36, 0.0028277105784700104)	(38, 0.0041223631046260175)	(40, 0.0059696112212144666)	(42, 0.009040463859474752)	(44, 0.013278082615819536)	(46, 0.01865878482208743)	(48, 0.026849830316840313)	(50, 0.039925820831015986)	(52, 0.05855144991767747)	(54, 0.08002057802824988)	(56, 0.105487340524465)	(58, 0.14075399110586345)	(60, 0.1868199383688559)	(62, 0.24669761770357124)	(64, 0.31631203134170616)	(66, 0.39909874501120646)	(68, 0.5041945320887365)	(70, 0.6311052142319953)	(72, 0.7898138254932807)	(74, 0.9827170518905257)	(76, 1.2071387519214931)	(78, 1.4675691594695826)	(80, 1.7711620191640782)	(82, 2.1357330128405216)	(84, 2.570461542678268)	(86, 3.0747571208178264)	(88, 3.6632619515611125)	(90, 4.145941569047498)
SRR9929281_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00028734970702486986)	(4, 0.0004326034050813975)	(5, 0.0004704956741396221)	(6, 0.0005083879431978467)	(7, 0.0005210186995505882)	(8, 0.0005241763886387736)	(9, 0.0005399648340797005)	(10, 0.000552595590432442)	(12, 0.0005699628804174616)	(14, 0.0005904878594906666)	(16, 0.0006046974603875009)	(18, 0.0006110128385638716)	(20, 0.0006125916831079643)	(22, 0.0006125916831079643)	(24, 0.0006189070612843351)	(26, 0.0006252224394607058)	(28, 0.0006283801285488913)	(30, 0.0006378531958134473)	(32, 0.0006441685739898181)	(34, 0.0006599570194307451)	(36, 0.0006773243094157647)	(38, 0.0006852185321362281)	(40, 0.0007041646666653405)	(42, 0.0007294261793708235)	(44, 0.0007467934693558432)	(46, 0.0007546876920763066)	(48, 0.0007657396038849554)	(50, 0.000783106893869975)	(52, 0.0008099472511195508)	(54, 0.0008367876083691265)	(56, 0.0008525760538100535)	(58, 0.0008873106337800927)	(60, 0.0009299394364705954)	(62, 0.000977304772793376)	(64, 0.0010262489536602495)	(66, 0.0011683449626285918)	(68, 0.00588909014946574)	(70, 0.1299625886469899)	(72, 0.1408518794675972)	(74, 0.1421828454182673)	(76, 0.14280806785772804)	(78, 0.14312541561109066)	(80, 0.14340960762902738)	(82, 0.14368906311333177)	(84, 0.14394167824038662)	(86, 0.1441769260774564)	(88, 0.1443711239563798)	(90, 0.1445684795243914)
SRR9929281_2 - illumina_universal_adapter	(1, 2.5261512705483064e-05)	(2, 2.5261512705483064e-05)	(3, 3.4734579970039214e-05)	(4, 5.999609267552228e-05)	(5, 7.578453811644919e-05)	(6, 0.00010420373991011764)	(7, 0.0001136768071746738)	(8, 0.000148411387144713)	(9, 0.00016419983258563994)	(10, 0.00020051325709977185)	(12, 0.0002636670388634795)	(14, 0.0003331361988035579)	(16, 0.00041839380418456326)	(18, 0.00047365336322780746)	(20, 0.0005968032376670374)	(22, 0.0006899550657685062)	(24, 0.0007436357802676578)	(26, 0.0008304722301927558)	(28, 0.0010041451300429518)	(30, 0.0012757063916268947)	(32, 0.0015946329895336186)	(34, 0.0021267036008928556)	(36, 0.002901916272042367)	(38, 0.004199726487286559)	(40, 0.00605960536022775)	(42, 0.009124142620311665)	(44, 0.01333965755303915)	(46, 0.01871878091476295)	(48, 0.026895616808619002)	(50, 0.039946345810089184)	(52, 0.05849145382500194)	(54, 0.07979638210298873)	(56, 0.10514946779202916)	(58, 0.14029770503262068)	(60, 0.1861126160131024)	(62, 0.24576925711164474)	(64, 0.31520841900538543)	(66, 0.3977567271487277)	(68, 0.5026598951918784)	(70, 0.6292121796236281)	(72, 0.7874171394753481)	(74, 0.9798814470893353)	(76, 1.2035879305418287)	(78, 1.4631499735906672)	(80, 1.7656471151715625)	(82, 2.1286487373711775)	(84, 2.561375292327014)	(86, 3.0629173655816753)	(88, 3.6480039978870007)	(90, 4.127424880234379)
SRR9929281_2 - polya	(1, 0.004000792074730881)	(2, 0.00811841864572462)	(3, 0.016328410275006616)	(4, 0.025378347201745925)	(5, 0.03472510690277466)	(6, 0.04407186660380339)	(7, 0.054915370932632)	(8, 0.06897340275323333)	(9, 0.08515024395200704)	(10, 0.10696829670682395)	(12, 0.1376310365976481)	(14, 0.16959948092643692)	(16, 0.20126636594730404)	(18, 0.23134177566772574)	(20, 0.2612861412909877)	(22, 0.28661554431186675)	(24, 0.3105634583566647)	(26, 0.33171523871387454)	(28, 0.3508303096092047)	(30, 0.3697211845792738)	(32, 0.3875842317511385)	(34, 0.40435787618757923)	(36, 0.4202915753265627)	(38, 0.4353000715627078)	(40, 0.44940073218599963)	(42, 0.4631287854968856)	(44, 0.47633897779730916)	(46, 0.4892933972815897)	(48, 0.5013905041784279)	(50, 0.5132618363054609)	(52, 0.5243658499840647)	(54, 0.5356072231380047)	(56, 0.5466575561021094)	(58, 0.5578026197388597)	(60, 0.5682182571962393)	(62, 0.5784491698419598)	(64, 0.5893889836879781)	(66, 0.6026086490556662)	(68, 0.6151730939375559)	(70, 0.6266797129749034)	(72, 0.6359696342723449)	(74, 0.6446311754412373)	(76, 0.6527464363978738)	(78, 0.6601748999778299)	(80, 0.6682254283081585)	(82, 0.676121229873166)	(84, 0.683376020553272)	(86, 0.6904681902453363)	(88, 0.6971545968895689)	(90, 0.7020837495562263)
SRR9929281_2 - polyg	(1, 0.5589235993651656)	(2, 0.565829465401027)	(3, 0.5659589306536426)	(4, 0.5660031383008772)	(5, 0.5660631343935527)	(6, 0.5661389189316691)	(7, 0.5662336496043148)	(8, 0.566391534058724)	(9, 0.5667767721274826)	(10, 0.5676372424040131)	(12, 0.5694023906043088)	(14, 0.5701949705654432)	(16, 0.5702944377717212)	(18, 0.5703402242634998)	(20, 0.5703654857762053)	(22, 0.5704160088016162)	(24, 0.5704602164488508)	(26, 0.5704949510288209)	(28, 0.5705233702306145)	(30, 0.5705770509451137)	(32, 0.5706196797478043)	(34, 0.5706575720168625)	(36, 0.5706986219750089)	(38, 0.5707459873113316)	(40, 0.5708044045594631)	(42, 0.5708849256312118)	(44, 0.5709749197702251)	(46, 0.571075965821047)	(48, 0.5711801695609571)	(50, 0.5712385868090886)	(52, 0.571314371347205)	(54, 0.5713854193516892)	(56, 0.5714990961588639)	(58, 0.5716111941214944)	(60, 0.5716743479032581)	(62, 0.5717153978614045)	(64, 0.5717532901304627)	(66, 0.5718274958240351)	(68, 0.571876440004902)	(70, 0.5719222264966808)	(72, 0.5719711706775475)	(74, 0.5720295879256789)	(76, 0.5721306339765009)	(78, 0.5722964126536306)	(80, 0.5726516526760516)	(82, 0.5730905714593093)	(84, 0.5736336939824771)	(86, 0.5742873356237315)	(88, 0.5750767578957778)	(90, 0.5757509245161054)
SRR9929282_1 - illumina_universal_adapter	(1, 7.044867823854419e-05)	(2, 7.380337720228439e-05)	(3, 8.05127751297648e-05)	(4, 0.00011741446373090698)	(5, 0.00013754265751334818)	(6, 0.00019121784093319136)	(7, 0.00019457253989693156)	(8, 0.00022141013160685316)	(9, 0.00025160242228051494)	(10, 0.00030695495518222825)	(12, 0.00037404893445703224)	(14, 0.0005015274950791598)	(16, 0.0006206193082919369)	(18, 0.000689390637048611)	(20, 0.0008386747409350498)	(22, 0.0010550528240962928)	(24, 0.0011909181321277708)	(26, 0.0015716764645122834)	(28, 0.0023549986725456204)	(30, 0.003450307884206795)	(32, 0.0052517812277352825)	(34, 0.007692324723856277)	(36, 0.011068829230860788)	(38, 0.01668794999512562)	(40, 0.025673511169503747)	(42, 0.03833246770917739)	(44, 0.05451721285974198)	(46, 0.0757943910372642)	(48, 0.10638589088761108)	(50, 0.15018484055820314)	(52, 0.20961668739982448)	(54, 0.2764523548544205)	(56, 0.3500879971085179)	(58, 0.4474614892300409)	(60, 0.5685560577241708)	(62, 0.7174510165308159)	(64, 0.8852144796590177)	(66, 1.0747532937608573)	(68, 1.3045384313306876)	(70, 1.5668205377622695)	(72, 1.8748540286613404)	(74, 2.2360762716305116)	(76, 2.6391785764630162)	(78, 3.0885589535003164)	(80, 3.592850720525598)	(82, 4.176345252735304)	(84, 4.849448826314957)	(86, 5.604160484236035)	(88, 6.463001997991609)	(90, 7.141409350632935)
SRR9929282_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00041262797254004453)	(4, 0.0005669441248720937)	(5, 0.0006373928031106379)	(6, 0.0006843585886030007)	(7, 0.0006977773844579615)	(8, 0.0007111961803129223)	(9, 0.0007346790730591037)	(10, 0.0007631940142508954)	(12, 0.0007782901595877263)	(14, 0.0008017730523339077)	(16, 0.0008185465471526087)	(18, 0.0008269332945619592)	(20, 0.0008319653430075694)	(22, 0.0008336426924894396)	(24, 0.0008353200419713096)	(26, 0.0008437067893806601)	(28, 0.0008487388378262705)	(30, 0.0008520935367900107)	(32, 0.0008554482357537509)	(34, 0.0008755764295361921)	(36, 0.0009024140212461136)	(38, 0.0009141554676192044)	(40, 0.0009376383603653857)	(42, 0.0009627986025934372)	(44, 0.0010030549901583197)	(46, 0.0010382793292775918)	(48, 0.001071826318914994)	(50, 0.0011036959590705257)	(52, 0.0011523390940447586)	(54, 0.0011976275300552511)	(56, 0.001261366810366315)	(58, 0.0013418795854960798)	(60, 0.0014223923606258445)	(62, 0.0015012277862737392)	(64, 0.0016069008036315555)	(66, 0.001947402748451186)	(68, 0.019088237103681734)	(70, 0.48508443810838725)	(72, 0.525310633382596)	(74, 0.5301078529007445)	(76, 0.5321391231232891)	(78, 0.5333652655945362)	(80, 0.5342945172074922)	(82, 0.5351348692979092)	(84, 0.5359014180111238)	(86, 0.5364633300875503)	(88, 0.5369380199909195)	(90, 0.5373087142264128)
SRR9929282_2 - illumina_universal_adapter	(1, 6.37392803110638e-05)	(2, 6.709397927480399e-05)	(3, 7.380337720228439e-05)	(4, 0.00010735036683968639)	(5, 0.00012076916269464718)	(6, 0.00016438024922326978)	(7, 0.00016773494818700998)	(8, 0.00019457253989693156)	(9, 0.00022476483057059336)	(10, 0.00028179471295417674)	(12, 0.00035056604171085083)	(14, 0.0004780446023329785)	(16, 0.0005971364155457555)	(18, 0.0006659077443024296)	(20, 0.0008151918481888685)	(22, 0.0010332472808319815)	(24, 0.0011774993362728102)	(26, 0.001568321765548543)	(28, 0.002365062769436841)	(30, 0.0034620493305798855)	(32, 0.005258490625662762)	(34, 0.007673873879555706)	(36, 0.011068829230860788)	(38, 0.016689627344607494)	(40, 0.025634932131420735)	(42, 0.03827376047731194)	(44, 0.05444173213305782)	(46, 0.07563001078804094)	(48, 0.10622486533735155)	(50, 0.14994330223281382)	(52, 0.20932482858997908)	(54, 0.2760548230272173)	(56, 0.34954789057535574)	(58, 0.44675364774869175)	(60, 0.5677408658759819)	(62, 0.716429510696357)	(64, 0.883880986820931)	(66, 1.0731765852478992)	(68, 1.302829212208662)	(70, 1.5649888721280676)	(72, 1.8731733244805064)	(74, 2.2346471698719585)	(76, 2.6375850944552397)	(78, 3.087121464994354)	(80, 3.590832869098908)	(82, 4.173804068270271)	(84, 4.84597168083904)	(86, 5.598630262994309)	(88, 6.454746083841844)	(90, 7.1311607452987085)
SRR9929282_2 - polya	(1, 0.004733480237837422)	(2, 0.010251960033190049)	(3, 0.021614325423378107)	(4, 0.034529916433777876)	(5, 0.04907253644159164)	(6, 0.06345413089914588)	(7, 0.08060670670074951)	(8, 0.10179163065676887)	(9, 0.1250933696589083)	(10, 0.15747627875589243)	(12, 0.20042648958865822)	(14, 0.24483599447065096)	(16, 0.2880176795319148)	(18, 0.3287269514569021)	(20, 0.37025476992904205)	(22, 0.40516376734572257)	(24, 0.44612631904247235)	(26, 0.4750270506150941)	(28, 0.5004774743035092)	(30, 0.5247185290154959)	(32, 0.5509304693686798)	(34, 0.5845747452760304)	(36, 0.6053084622214266)	(38, 0.624569466321741)	(40, 0.6416901724831892)	(42, 0.6586414663469683)	(44, 0.6747020876358745)	(46, 0.690293051069857)	(48, 0.7048943783095363)	(50, 0.7191132698673492)	(52, 0.7324968413831907)	(54, 0.7455382336047307)	(56, 0.7586718800477736)	(58, 0.7715723749128365)	(60, 0.7838790880613175)	(62, 0.7956322758807812)	(64, 0.808019501804392)	(66, 0.8221897502272305)	(68, 0.8377991645055136)	(70, 0.8569813331801801)	(72, 0.8724817197421417)	(74, 0.8839413714022782)	(76, 0.8934133639263987)	(78, 0.9025599506510363)	(80, 0.9131574446774917)	(82, 0.9224868624956531)	(84, 0.9308719325555217)	(86, 0.9391932633350794)	(88, 0.9471472545781074)	(90, 0.9529592705327873)
SRR9929282_2 - polyg	(1, 0.9472831198861388)	(2, 0.9555289699390123)	(3, 0.9556698672954893)	(4, 0.9557570894685465)	(5, 0.9558342475447126)	(6, 0.9559516620084435)	(7, 0.9560556576763195)	(8, 0.9562670037110351)	(9, 0.9572700587011934)	(10, 0.9594556450760701)	(12, 0.9654454600758282)	(14, 0.9683120503403442)	(16, 0.9685971997522622)	(18, 0.968716291565475)	(20, 0.9688102231364597)	(22, 0.9688789944652163)	(24, 0.9689343469981181)	(26, 0.968986344832056)	(28, 0.969024923870139)	(30, 0.9690802764030408)	(32, 0.9691305968874968)	(34, 0.9691658212266161)	(36, 0.9692161417110723)	(38, 0.9693218147284302)	(40, 0.9694912270260989)	(42, 0.9698266969224729)	(44, 0.9701890044105569)	(46, 0.9704775085214385)	(48, 0.9708096237188488)	(50, 0.9712742495253268)	(52, 0.9720240247437228)	(54, 0.9729348255123782)	(56, 0.9738623997758524)	(58, 0.9746792689735231)	(60, 0.9750516405584984)	(62, 0.9752411810499497)	(64, 0.975403883949691)	(66, 0.9755934244411424)	(68, 0.975777932884148)	(70, 0.9760681143445116)	(72, 0.9764773876180879)	(74, 0.9769722057152396)	(76, 0.9777353997294904)	(78, 0.9788005166504781)	(80, 0.9803856119108452)	(82, 0.982970407462407)	(84, 0.9866958006616405)	(86, 0.9915416633147633)	(88, 0.9977109547090814)	(90, 1.0040915921381153)
SRR9929283_1 - illumina_universal_adapter	(1, 2.301808909414448e-05)	(2, 2.6306387536165117e-05)	(3, 3.617128286222704e-05)	(4, 5.5901073514350876e-05)	(5, 5.5901073514350876e-05)	(6, 7.234256572445408e-05)	(7, 7.891916260849535e-05)	(8, 7.891916260849535e-05)	(9, 9.536065481859855e-05)	(10, 0.00012002289313375335)	(12, 0.00015290587755395973)	(14, 0.00020551865262629)	(16, 0.00026964047224569245)	(18, 0.0003551362317382291)	(20, 0.0004324112451257141)	(22, 0.0006642362852881692)	(24, 0.000817142162842129)	(26, 0.0012100938266635954)	(28, 0.002199871657711808)	(30, 0.0034675107071107645)	(32, 0.005105083331237043)	(34, 0.007313175735053903)	(36, 0.009827079893978682)	(38, 0.013779614621287491)	(40, 0.01965251563873635)	(42, 0.028335267674891855)	(44, 0.03964043771855881)	(46, 0.05357624651584228)	(48, 0.07369241223490355)	(50, 0.10349261686571559)	(52, 0.14383181800320377)	(54, 0.1908166702920157)	(56, 0.2433439496048534)	(58, 0.3150880450128597)	(60, 0.40735605514673784)	(62, 0.5239558296023477)	(64, 0.6571384931010678)	(66, 0.8102433127107697)	(68, 0.9942992414059909)	(70, 1.2167723607993393)	(72, 1.4803508548671667)	(74, 1.78708004524041)	(76, 2.136466687152766)	(78, 2.5316807003023425)	(80, 2.976743673683731)	(82, 3.4942971862194647)	(84, 4.106104841148056)	(86, 4.782264496586993)	(88, 5.554603593156591)	(90, 6.16279411979896)
SRR9929283_1 - polya	(1, 0.00889155898722381)	(2, 0.009496605900555607)	(3, 0.010765889099175575)	(4, 0.012584318137612988)	(5, 0.014721712124926404)	(6, 0.016234329408255897)	(7, 0.02112731748998261)	(8, 0.023876334987511863)	(9, 0.028447069821920554)	(10, 0.031210884662438904)	(12, 0.033085214774390664)	(14, 0.03503681989972991)	(16, 0.03708049738144574)	(18, 0.040640080444933085)	(20, 0.04442491195169884)	(22, 0.04713118156948183)	(24, 0.049682901160489845)	(26, 0.0517298669406477)	(28, 0.0540415407453882)	(30, 0.056193732075690714)	(32, 0.05797434568204489)	(34, 0.05974180609463098)	(36, 0.06125606752718149)	(38, 0.06326686202447711)	(40, 0.06547824272673598)	(42, 0.06803489476540703)	(44, 0.06995197275710507)	(46, 0.0712968868198915)	(48, 0.07283745463997818)	(50, 0.07375324575608092)	(52, 0.07455887887437598)	(54, 0.07551906201944601)	(56, 0.07641019089723361)	(58, 0.07781922677963946)	(60, 0.07959161963988856)	(62, 0.08120124172725768)	(64, 0.08249189886575078)	(66, 0.08496634344337131)	(68, 0.08654637084476222)	(70, 0.08760684709231388)	(72, 0.08876103984546313)	(74, 0.08970806979676507)	(76, 0.0910990200377398)	(78, 0.09250147932326161)	(80, 0.09398121362217088)	(82, 0.0953343484310624)	(84, 0.09645401405057041)	(86, 0.09798307282611002)	(88, 0.10008100723211918)	(90, 0.1012006728516272)
SRR9929283_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.000365001127064291)	(4, 0.0004702266772089515)	(5, 0.0005063979600711785)	(6, 0.0005392809444913849)	(7, 0.0005622990335855294)	(8, 0.0005787405257956326)	(9, 0.0006083352117738183)	(10, 0.0006264208532049318)	(12, 0.000652727240741097)	(14, 0.0006757453298352415)	(16, 0.0006806777774982724)	(18, 0.0006872543743823137)	(20, 0.0007020517173714066)	(22, 0.0007168490603604995)	(24, 0.0007267139556865613)	(26, 0.0007447995971176748)	(28, 0.0007595969401067678)	(30, 0.0007842591784219226)	(32, 0.0008237187597261702)	(34, 0.0008615341918094076)	(36, 0.0009125028176607275)	(38, 0.0009684038911750785)	(40, 0.0010456789045625633)	(42, 0.0011591252008122757)	(44, 0.001290657138493101)	(46, 0.0014156124792898852)	(48, 0.0014879550450143395)	(50, 0.001588248147495969)	(52, 0.001723068383618815)	(54, 0.001933519483908136)	(56, 0.002201515806932818)	(58, 0.002505683412819727)	(60, 0.0027605265420763267)	(62, 0.0030811356401733393)	(64, 0.0033902356937232795)	(66, 0.00380456129741788)	(68, 0.009864895326061919)	(70, 0.16899223353232473)	(72, 0.18298229925390153)	(74, 0.18532850019228325)	(76, 0.18650735518374764)	(78, 0.1872307808409922)	(80, 0.1879788687365519)	(82, 0.18884533537602433)	(84, 0.18990416747435498)	(86, 0.19099095010944278)	(88, 0.1919363359115237)	(90, 0.1924410897223739)
SRR9929283_2 - illumina_universal_adapter	(1, 1.9729790652123837e-05)	(2, 2.301808909414448e-05)	(3, 3.9459581304247674e-05)	(4, 5.2612775072330234e-05)	(5, 5.2612775072330234e-05)	(6, 6.57659688404128e-05)	(7, 7.234256572445408e-05)	(8, 7.234256572445408e-05)	(9, 8.878405793455727e-05)	(10, 0.00011509044547072239)	(12, 0.00015126172833294943)	(14, 0.0002071628018473003)	(16, 0.0002778612183507441)	(18, 0.000365001127064291)	(20, 0.0004488527373358173)	(22, 0.0006905426728243344)	(24, 0.0008467368488203147)	(26, 0.0012380443634207707)	(28, 0.002237687089795045)	(30, 0.0035184793329620847)	(32, 0.0051560519570883635)	(34, 0.007377297554673305)	(36, 0.009912575653471218)	(38, 0.013868398679222047)	(40, 0.019774182681091115)	(42, 0.02846515546335167)	(44, 0.03983773562508005)	(46, 0.0538343779435409)	(48, 0.07390450748441388)	(50, 0.10362743710183844)	(52, 0.144029115909725)	(54, 0.19098108521411672)	(56, 0.2434212246182409)	(58, 0.3151949147122254)	(60, 0.40756650624702717)	(62, 0.5241514833596479)	(64, 0.657664620851791)	(66, 0.8111459506331042)	(68, 0.9953761591457526)	(70, 1.2181896174278504)	(72, 1.4823484961706943)	(74, 1.789648206323628)	(76, 2.139495210017867)	(78, 2.5355576041654846)	(80, 2.980959272286402)	(82, 3.498902448187515)	(84, 4.1106805084301286)	(86, 4.786986493149735)	(88, 5.558901399220312)	(90, 6.166240256566198)
SRR9929283_2 - polya	(1, 0.005787405257956325)	(2, 0.011860892480368448)	(3, 0.023422549802513015)	(4, 0.03676317658179075)	(5, 0.050574030038277436)	(6, 0.06425006325864129)	(7, 0.07995168831928984)	(8, 0.0991290448331542)	(9, 0.12008865910259377)	(10, 0.14932492055059926)	(12, 0.18793447670758462)	(14, 0.2285581156603076)	(16, 0.2674175824988865)	(18, 0.30360530685332365)	(20, 0.34023530734821256)	(22, 0.3704301077920671)	(24, 0.40192543026974076)	(26, 0.4268408675649311)	(28, 0.44943312201083396)	(30, 0.4713446986792385)	(32, 0.49214483047424007)	(34, 0.5115425029837197)	(36, 0.5300539790630749)	(38, 0.5472139644827596)	(40, 0.5629583374231545)	(42, 0.5784116959514305)	(44, 0.5942991098740533)	(46, 0.60907014647561)	(48, 0.6225159988050324)	(50, 0.6353469393257969)	(52, 0.6474824047260741)	(54, 0.6592528689992869)	(56, 0.6712584466111043)	(58, 0.683150577926672)	(60, 0.6941318505737999)	(62, 0.7053169977243331)	(64, 0.7180394243965109)	(66, 0.7338462750073041)	(68, 0.7485318158493683)	(70, 0.7612476659246621)	(72, 0.7712424490391838)	(74, 0.7803148644407187)	(76, 0.7890189904167475)	(78, 0.7974945796510556)	(80, 0.8066837296472823)	(82, 0.8149554443781852)	(84, 0.8227667973272053)	(86, 0.8305962359176564)	(88, 0.8379077675034894)	(90, 0.8430539545652516)
SRR9929283_2 - polyg	(1, 0.6135077052231168)	(2, 0.6223104801524061)	(3, 0.6224683184776231)	(4, 0.6225340844464634)	(5, 0.6226064270121879)	(6, 0.6227248057561007)	(7, 0.6228497610968975)	(8, 0.623089806883165)	(9, 0.6235074207853015)	(10, 0.6241864544135789)	(12, 0.6255116386857131)	(14, 0.6261018882560558)	(16, 0.6262104021046425)	(18, 0.626286032968809)	(20, 0.6263337132962183)	(22, 0.6264077000111637)	(24, 0.626461956935457)	(26, 0.6265129255613084)	(28, 0.6265688266348228)	(30, 0.6266296601560002)	(32, 0.6267085793186087)	(34, 0.6268138048687533)	(36, 0.6269486251048761)	(38, 0.6271393464145134)	(40, 0.6274172076328641)	(42, 0.6277887853568125)	(44, 0.6282228407511592)	(46, 0.6286042833704335)	(48, 0.6289100951255415)	(50, 0.6291698707024611)	(52, 0.6294115606379496)	(54, 0.6296910660055214)	(56, 0.6299771479699772)	(58, 0.6302369235468968)	(60, 0.6304901225269324)	(62, 0.6307827810882722)	(64, 0.6309751465471305)	(66, 0.6312003949904088)	(68, 0.6314075577922562)	(70, 0.6315801934604622)	(72, 0.6317626940239944)	(74, 0.6319649243781786)	(76, 0.6322625153871815)	(78, 0.6327360303628324)	(80, 0.6335416634811275)	(82, 0.634715586024929)	(84, 0.6360868064752515)	(86, 0.6375122838498675)	(88, 0.639184383607635)	(90, 0.6405769779978308)
SRR9929284_1 - illumina_universal_adapter	(1, 2.9900452423745625e-05)	(2, 3.363800897671383e-05)	(3, 4.485067863561844e-05)	(4, 7.475113105936406e-05)	(5, 7.848868761233226e-05)	(6, 0.00014576470556575992)	(7, 0.00014950226211872812)	(8, 0.00015697737522466453)	(9, 0.00018687782764841015)	(10, 0.0002317285062840286)	(12, 0.00028031674147261526)	(14, 0.00040552488599705)	(16, 0.0005849276005395238)	(18, 0.0007045294102345063)	(20, 0.0009474705861774394)	(22, 0.0012128371014381819)	(24, 0.001345520359068553)	(26, 0.0016258371005411683)	(28, 0.002207027144527724)	(30, 0.002980701350992142)	(32, 0.004085149312394246)	(34, 0.005546533924604813)	(36, 0.007439606318683208)	(38, 0.010837045225331304)	(40, 0.016013561051192265)	(42, 0.023615751079929588)	(44, 0.03404914019754033)	(46, 0.04783698632144003)	(48, 0.06727601795342765)	(50, 0.09580291834395746)	(52, 0.1350248368108058)	(54, 0.1797727326412176)	(56, 0.23255450628223456)	(58, 0.30731498123298107)	(60, 0.39624266429775346)	(62, 0.5122171753580804)	(64, 0.6488080483645798)	(66, 0.8057237539061204)	(68, 0.9997384457924233)	(70, 1.2162588344624243)	(72, 1.475766729826389)	(74, 1.7811830323304623)	(76, 2.12797595465417)	(78, 2.5323347230066937)	(80, 2.9847846315262596)	(82, 3.5269059968646386)	(84, 4.1640061493270455)	(86, 4.875016482624399)	(88, 5.711889032842956)	(90, 6.376977877552266)
